Unnamed: 0,series_name,director_name,genre,ratings,performers,ott_platform
3750,Money Heist Season 1,Álex Pina,"2017, 13 Episodes",2.9,"Álvaro Morte, Pedro Alonso, Úrsula Corberó, Itziar Ituño, Enrique Arce, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Perić, María Pedraza, Paco Tous, Mario de la Rosa, Darko Perić, Fernando Soto, Roberto García Ruiz, Clara Alvarado, Ramón Agirre, Mari Carmen Sánchez",Netflix
3764,Riverdale Season 1,"Lee Toland Krieger, Mark Piznarski, Jesse Warn, Steven A. Adelson, Allison Anders, David Katzenberg, Lee Rose, Dawn Wilkinson, Kevin Sullivan, Rob Seidenglanz","2017, 13 Episodes",1.5,"KJ Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry",Netflix
3768,Fauda Season 1,Assaf Bernstein,"2016, 12 Episodes",4.5,"Lior Raz, Itzik Cohen, Neta Garty, Rona-Lee Shimon, Doron Ben-David, Jonathan Avigdori, Yaakov Zada-Daniel, Boaz Konforty, Aylam Orian, Assaf Cohen, Tsahi Halevi, Shadi Mar'i, Adam Karst, Jameel Khoury",Netflix
3770,Koffee with Karan Season 5,Fazila Allana,"2016, 20 Episodes",1.2,"Karan Johar, Shah Rukh Khan, Alia Bhatt, Akshay Kumar, Twinkle Khanna, Arjun Kapoor, Varun Dhawan, Ranbir Kapoor, Ranveer Singh, Aditya Roy Kapur, Parineeti Chopra, Salman Khan, Arbaaz Khan, Sohail Khan, Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Katrina Kaif, Anushka Sharma, Shahid Kapoor, Mira Rajput, Sidharth Malhotra, Jacqueline Fernandez, Kareena Kapoor Khan, Sonam Kapoor, Priyanka Chopra, Jackie Shroff, Tiger Shroff, Farah Khan, Sania Mirza, Saif Ali Khan, Kangana Ranaut, Shahid Kapoor, Zoya Akhtar, Kabir Khan, Imtiaz Ali, Kapil Sharma, Neha Dhupia, Malaika Arora, Ayan Mukerji, Rohan Joshi",Disney+ Hotstar
3771,Little Things Season 1,Ajay Bhuyan,"2016, 5 Episodes",4.6,"Mithila Palkar, Dhruv Sehgal",Netflix
3779,Westworld Season 1,No description available,"2016, 10 Episodes",5,"Evan Rachel Wood, Thandie Newton, Thandiwe Newton, Jeffrey Wright, James Marsden, Ingrid Bolsø Berdal, Luke Hemsworth, Sidse Babett Knudsen, Simon Quarterman, Rodrigo Santoro, Angela Sarafyan, Shannon Woodward, Ed Harris, Anthony Hopkins, Ben Barnes, Clifton Collins Jr., Jimmi Simpson, Tessa Thompson, Fares, Louis Herthum, Talulah Riley, Gustaf Skarsgård, Katja Herbers, Zahn McClarnon, Aaron Paul, Vincent Cassel, Tao Okamoto",JioCinema
3791,Supergirl Season 1,"Jesse Warn, Glen Winter, Larry Teng, Dermott Downs, Thor Freudenthal, Karen Gaviola, Kevin Tancharoen","2016, 20 Episodes",3.5,"Melissa Benoist, Chyler Leigh, David Harewood, Mehcad Brooks, Jeremy Jordan, Calista Flockhart, Peter Facinelli, Briana Venskus, Jenna Dewan, Helen Slater, Chris Vance, Jay Jackson, Dean Cain",Prime Video
3792,Stranger Things Season 1,"Matt Duffer, Ross Duffer, Shawn Levy","2016, 8 Episodes",2.8,"Millie Bobby Brown, Winona Ryder, Noah Schnapp, David Harbour, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Cara Buono",Netflix
3800,Game of Thrones Season 6,"David Nutter, Alan Taylor, Miguel Sapochnik, Mark Mylod, Jeremy Podeswa, David Benioff, D.B. Weiss, Jack Bender, Daniel Sackheim","2016, 10 Episodes",3,"Peter Dinklage, Nikolaj Coster Waldau, Lena Headey, Emilia Clarke, Kit Harington, Liam Cunningham, Carice van Houten, Natalie Dormer, Indira Varma, Sophie Turner, Maisie Williams, Conleth Hill, Alfie Allen, Gwendoline Christie, Jonathan Pryce, Michiel Huisman, Michael McElhatton, Iwan Rheon, Iain Glen, Nathalie Emmanuel, Kristofer Hivju, Tom Wlaschiha, Dean-Charles Chapman, Isaac Hempstead Wright, John Bradley, WestJohn Bradley, Hannah Murray, Aidan Gillen, Rory McCann, Jerome Flynn",JioCinema
3802,Rick and Morty Season 1,"Pete Michels, Bryan Newton, John Rice, Stephen Sandoval, Jeff Myers, Justin Roiland","2016, 11 Episodes",1.8,"Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke",Netflix
3804,Outlander Season 1,"Anna Foerster, Metin Hüseyin, Brian Kelly, Mike Barker, John Dahl, Richard Clark","2016, 16 Episodes",5,"Caitríona Balfe, Sam Heughan, Duncan Lacroix, Tobias Menzies, Graham McTavish, Grant O'Rourke, Caitlin O'Ryan, Stephen Walters, Steven Cree, Nell Hudson, Lotte Verbeek, Laura Donnelly, Bill Paterson, Finn Den Hertog, Gary Lewis, James Fleet, Simon Callow, Annette Badland, Aislín McGuckin, Jim Sweeney",Netflix
3811,Lucifer Season 1,"Len Wiseman, Nathan Hope, Louis Milito, Matt Earl Beesley, Tim Matheson, David Paymer, Eriq La Salle, Eagle Egilsson, David Frazee, Tara Nicole Weyr, Mairzee Almas, Greg Beeman","2016, 13 Episodes",2.8,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Kevin Rankin, John Specogna, Jeremiah Birkett, Marlo Franson, Rebecca De Mornay, John Pankow, Lochlyn Munro, Jorden Birch, Evan Arnold, Dawn Olivieri, Heather Tom, Michael Imperioli, Alex Fernandez, Colin Egglesfield, Matt Corboy, David Figlioli, Nelson Wong, Antonio Cayonne, David Andrew Joseph Baker, Devielle Johnson, Emily Maddison, Sonia Beeksma, Tina Pham, Christopher Boyer, Teana-Marie Smith, Joy Osmanski, Ese Atawo, James Paladino, Marisa Emma Smith, Adil Zaidi, Naomi Hughes-Hall, Jeremy Davies, Tom Sizemore, AnnaLynne McCord",Netflix
3813,Billions Season 1,"Neil Burger, Scott Hornbacher, James Foley, Neil LaBute, Stephen Gyllenhaal, John Dahl, Susanna White, Karyn Kusama, Anna Boden & Ryan Fleck, Michael Cuesta","2016, 12 Episodes",4.8,"Paul Giamatti, Damian Lewis, Maggie Siff, Malin Åkerman, Toby Leonard Moore, David Costabile, Condola Rashad",Disney+ Hotstar
3814,Breaking Bad Season 1,"Vince Gilligan, Adam Bernstein, Jim McKay, Tricia Brock, Bronwen Hughes, Tim Hunter","2016, 7 Episodes",5,"Bryan Cranston, Anna Gunn, Aaron Paul, Dean Norris, Betsy Brandt, RJ Mitte",Netflix
3815,Breaking Bad Season 2,"Michelle MacLaren, Adam Bernstein, Vince Gilligan, Colin Bucksey, Bryan Cranston, Terry McDonough, Johan Renck, Phil Abraham, John Dahl, Félix Enríquez Alcalá, Charles Haid, Peter Medak","2016, 13 Episodes",5,"Bryan Cranston, Anna Gunn, Aaron Paul, Dean Norris, Betsy Brandt, RJ Mitte",Netflix
3816,Breaking Bad Season 3,"Michelle MacLaren, Adam Bernstein, Vince Gilligan, Colin Bucksey, Bryan Cranston, Terry McDonough, Johan Renck, Rian Johnson, Scott Winant, John Shiban","2016, 13 Episodes",5,"Bryan Cranston, Anna Gunn, Aaron Paul, Dean Norris, Betsy Brandt, RJ Mitte, Giancarlo Esposito, Bob Odenkirk, Jonathan Banks",Netflix
3817,Breaking Bad Season 4,"Michelle MacLaren, Adam Bernstein, Vince Gilligan, Colin Bucksey, Bryan Cranston, Terry McDonough, Johan Renck, Rian Johnson, Scott Winant, Peter Gould, David Slade","2016, 13 Episodes",5,"Bryan Cranston, Anna Gunn, Aaron Paul, Dean Norris, Betsy Brandt, RJ Mitte, Bob Odenkirk, Giancarlo Esposito, Jonathan Banks",Netflix
3818,Breaking Bad Season 5,"Michelle MacLaren, Adam Bernstein, Vince Gilligan, Colin Bucksey, Bryan Cranston, Terry McDonough, Johan Renck, Rian Johnson, Peter Gould, George Mastras, Thomas Schnauz","2016, 16 Episodes",5,"Bryan Cranston, Anna Gunn, Aaron Paul, Dean Norris, Betsy Brandt, RJ Mitte, Bob Odenkirk, Jonathan Banks, Laura Fraser, Jesse Plemons",Netflix
3832,Peaky Blinders Season 1,"Otto Bathurst, Tom Harper, Colm McCarthy, Tim Mielants, David Caffrey, Anthony Byrne","2016, 6 Episodes",3.9,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Annabelle Wallis, Iddo Goldberg, Sophie Rundle, Joe Cole, Finn Cole, Charlotte Riley, Noah Taylor, Tom Hardy, Natasha O'Keeffe, Aimee-Ffion Edwards, Paddy Considine, Gaite Jansen, Alexander Siddig, Kate Phillips, Adrien Brody, Aidan Gillen, Charlie Murphy, Anya Taylor-Joy, Sam Claflin",Netflix
3833,Peaky Blinders Season 2,"Otto Bathurst, Tom Harper, Colm McCarthy, Tim Mielants, David Caffrey, Anthony Byrne","2016, 6 Episodes",4.5,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Annabelle Wallis, Iddo Goldberg, Sophie Rundle, Joe Cole, Finn Cole, Charlotte Riley, Noah Taylor, Tom Hardy, Natasha O'Keeffe, Aimee-Ffion Edwards, Paddy Considine, Gaite Jansen, Alexander Siddig, Kate Phillips, Adrien Brody, Aidan Gillen, Charlie Murphy, Anya Taylor-Joy, Sam Claflin",Netflix
3836,The Expanse Season 1,No description available,"2015, 10 Episodes",3.2,"Thomas Jane, Steven Strait, Cas Anvar, Dominique Tipper, Wes Chatham, Paulo Costanzo, Florence Faivre, Shawn Doyle, Shohreh Aghdashloo, Frankie Adams, Cara Gee, Keon Alexander, Jasai Chase-Owens, Nadine Nicole",Prime Video
3845,Bigg Boss Season 9,No description available,2015,4.5,"Digangana Suryavanshi, Roopal Tyagi, Kishwer Merchant, Suyyash Rai, Aman Verma, Rimi Sen, Yuvika Chaudhary, Vikas Bhalla, Mandana Karimi, Rochelle Rao, Prince Narula, Ankit Gera, Arvind Vegda",Voot
3846,The Flash Season 2,"Stefan Pleszczynski, Dermott Downs, Ralph Hemecker, Glen Winter, Rachel Talalay, Jesse Warn, Millicent Shelton, Kevin Tancharoen, Rob Hardy, J.J. Makaro, John F. Showalter, Hanelle M. Culpepper, Kevin Smith, Armen V. Kevorkian, Steve Shill, C. Kim Miles, Michael A. Allowitz, Douglas Aarniokoski, John Behring, Nick Copus, Thor Freudenthal, Wendey Stanzler, Stephen Surjik, Antonio Negret, Alice Troughton","2015, 23 Episodes",2.8,"Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes, Keiynan Lonsdale, Tom Cavanagh, Jesse L. Martin, Danielle Nicolet, Keiynan Lonsdale, Patrick Sabongui, Rick Cosnett, John Wesley Shipp, Michelle Harrison, Violett Beane, Teddy Sears, Tom Felton, Ryan Handley, Tony Todd, Wentworth Miller, Robbie Amell, Tobin Bell, Andre Tricoteux, Peter Brown, Victor Garber",Prime Video
3849,Narcos Season 1,"José Padilha, Guillermo Navarro, Andi Baiz, Fernando Coimbra","2015, 10 Episodes",2.8,"Wagner Moura, Boyd Holbrook, Pedro Pascal, Joanna Christie, Maurice Compte, André Mattos, Roberto Urbina, Diego Cataño, Jorge A. Jimenez, Paulina Gaitán, Paulina García, Stephanie Sigman, Bruno Bichir, Raúl Méndez, Manolo Cardona",Netflix
3854,Vikings Season 2,"Ciarán Donnelly, Ken Girotti, Jeff Woolnough, Kari Skogland,","2015, 10 Episodes",3.4,"Travis Fimmel, Katheryn Winnick, Clive Standen, Jessalyn Gilsig, Gustaf Skarsgård, George Blagden, Alyssa Sutherland, Donal Logue, Linus Roache, Alexander Ludwig",Netflix
3855,Pitchers Season 1,Amit Golani,"2015, 5 Episodes",4.5,"Naveen Kasturia, Jitendra Kumar, Arunabh Kumar, Abhay Mahajan, Aakanksha Thakur, Maanvi Gagroo, Jaimini Pathak, Rajesh Sharma, Biswapati Sarkar, Sunil Sinha, Sameer Saxena, Abhishek Banerjee",Zee5
3856,Vikings Season 1,"Johan Renck, Ciarán Donnelly, Ken Girotti, Ken Girotti","2015, 9 Episodes",2.4,"Travis Fimmel, Katheryn Winnick, Clive Standen, Jessalyn Gilsig, Gustaf Skarsgård, Gabriel Byrne, George Blagden, Donal Logue, Alyssa Sutherland",Netflix
3859,Game of Thrones Season 5,"Michael Slovis, Mark Mylod, Jeremy Podeswa, Miguel Sapochnik, David Nutter","2015, 10 Episodes",0.5,"Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey, Emilia Clarke, Kit Harington, Charles Dance, Natalie Dormer, Stephen Dillane, Liam Cunningham, Carice van Houten, John Bradley, Sophie Turner, Kristofer Hivju, Hannah Murray, Conleth Hill, Gwendoline Christie, Michiel Huisman, Nathalie Emmanuel, Dean-Charles Chapman, Indira Varma, Maisie Williams, Jerome Flynn, Tom Wlaschiha, Alfie Allen, Michael McElhatton, Iwan Rheon, Iain Glen",JioCinema
3863,Downton Abbey Season 1,"Brian Percival, Ben Bolt, Brian Kelly","2015, 7 Episodes",4.5,"Hugh Bonneville, Elizabeth McGovern, Michelle Dockery, Laura Carmichael, Jessica Brown Findlay, Maggie Smith, Dan Stevens, Penelope Wilton, Jim Carter, Phyllis Logan, Brendan Coyle, Siobhan Finneran, Joanne Froggatt, Thomas Howes, Robert James-Collier, Rose Leslie, Lesley Nicol, Sophie McShera",Amazon Prime Video
3868,Bigg Boss Season 8,No description available,2014,4.5,"Sonali Raut, Karishma Tanna, Upen Patel, Soni Singh, Arya Babbar, Diandra Soares, Sushant Divgikar, Gautam Gulati, Sukirti Kandpal, Praneet Bhat, Nataša Stanković, Minissha Lamba, Deepshikha Nagpal, Puneet Issar, Pritam Singh, Ali Quli Mirza, Renee Dhyani",Voot
3876,Bigg Boss Season 7,No description available,2013,4.5,"Tanishaa Mukerji, VJ Andy, Ratan Rajput, Gauahar Khan, Shilpa Sakhlani, Apoorva Agnihotri, Kamya Panjabi, Hazel Keech, Kushal Tandon, Rajat Rawail, Sangram Singh, Elli Avram, Armaan Kohli, Pratyusha Banerjee, Anita Advani, Asif Azim, Ajaz Khan, Candy Brar, Sofia Hayat",Voot
3878,Game of Thrones Season 1,"Tim Van Patten, Brian Kirk, Daniel Minahan, Alan Taylor","2013, 10 Episodes",2.5,"Sean Bean, Mark Addy, Nikolaj Coster-Waldau, Michelle Fairley, Lena Headey, Emilia Clarke, Iain Glen, Harry Lloyd, Kit Harington, Sophie Turner, Maisie Williams, Richard Madden, Alfie Allen, Isaac Hempstead Wright, Jack Gleeson, Rory McCann, Peter Dinklage, Aidan Gillen",JioCinema
3879,Game of Thrones Season 2,"Alan Taylor, Alik Sakharov, David Petrarca, David Nutter, Neil Marshall","2013, 10 Episodes",2.8,"Peter Dinklage, Lena Headey, Nikolaj Coster-Walda, Michelle Fairley, Emilia Clarke, Aidan Gillen, Iain Glen, Kit Harington, Liam Cunningham, Isaac Hempstead Wright, Richard Madden, Sophie Turner, Maisie Williams, Alfie Allen, John Bradley, Jack Gleeson, Rory McCann, Stephen Dillane, Carice van Houten, James Cosmo, Jerome Flynn, Conleth Hill, Sibel Kekilli, Natalie Dormer, Charles Dance",JioCinema
3900,Balika Vadhu Season 1,"Sidharth Sengupta, Pradeep Yadav, Ashwarya Vats","2008, 2 Episodes",0.5,"Pratyusha Banerjee, Toral Rasputra, Avika Gor, Shashank Vyas, Shakti Anand, Avinash Mukherjee, Sidharth Shukla, Mahhi Vij, Gracy Goswami, Ruslaan Mumtaz, Surekha Sikri, Sriti Jha, Sargun Mehta, Aasiya Kazi, Roshni Walia, Anjum Farooki, Deblina Chatterjee, Mahima Makwana, Anup Soni, Smita Bansal",Voot
3908,Koffee with Karan Season 1,Karan Johar,"2004, 25 Episodes",3.3,"Karan Johar, Kajol, Shah Rukh Khan, Aishwarya Rai, Sanjay Leela Bhansali, Preity Zinta, Saif Ali Khan, Rani Mukherji, Kareena Kapoor, Fardeen Khan, Zayed Khan, Gurinder Chadha, Farah Khan, Amitabh Bachchan, Abhishek Bachchan, Gauri Khan, Sussanne Khan, Hrithik Roshan, Bipasha Basu, Lara Dutta, Ekta Kapoor, Sunita Menon, Manish Malhotra, Sushmita Sen, Sanjay Dutt, Hrithik Roshan, Farhan Akhtar, Uday Chopra, Sunny Deol, Bobby Deol, Shabana Azmi, Shobhaa De, Abhishek Bachchan, Preity Zinta, Konkana Sen Sharma, Rahul Bose, Priyanka Chopra, Arjun Rampal, Smriti Irani, Sakshi Tanwar, Vivek Oberoi, John Abraham, Malaika Arora Khan, Amrita Arora, Dino Morea, Rishi Kapoor, Neetu Singh, Esha Deol, Shahid Kapoor, Hema Malini, Zeenat Aman",Disney+ Hotstar
3911,Sex and the City Season 1,"Susan Seidelman, Alison Maclean, Nicole Holofcener, Michael Fields, Matthew Harrison","2003, 12 Episodes",1,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth, Willie Garson",JioCinema
3917,Friends Season 7,"Kevin S. Bright, Michael Lembeck, Gary Halvorson, David Schwimmer, Stephen Prime, Ben Weiss","2000, 24 Episodes",1,"Courtney Cox, Jennifer Aniston, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer, Elliott Gould, Christina Pickles, Eddie Cahill, Kathleen Turner, Morgan Fairchild, James Michael Tyler, Maggie Wheeler, Cole Sprouse",Netflix
3925,Friends Season 1,No description available,"1994, 24 Episodes",2.8,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer, Maggie Wheeler, Jessica Hecht, Larry Hankin, Vincent Ventresca, Elliott Gould, Christina Pickles, Anita Barone, Mitchell Whitfield, Cosimo Fusco",Netflix
3927,Commando,Vipul Amrutlal Shah,"2023, 4 Episodes",3.5,"Prem Pariijaa, Adah Sharma, Shreya Chaudhary, Vaibhav Tatwawadi, Amit Sialm, Tigmanshu Dhulia, Hiren Rathod, Shabnam Vadhera, Pavneet Singh Bagga, Jassi Kapoor, Sangramsingh Thakur, Mukesh Chhabra, Shaji Chaudhary, Ishtiyak Khan, Prem, Manini Chadha",Disney+ Hotstar
3928,The Kashmir Files: Unreported,Vivek Agnihotri,"2023, 7 Episodes",1.3,"Vivek Agnihotri, Pallavi Joshi",Zee5
3929,Made in Heaven Season 2,"Zoya Akhtar, Nitya Mehra, Alankrita Shrivastava, Neeraj Ghaywan","2023, 7 Episodes",2.9,"Arjun Mathur, Sobhita Dhulipala, Jim Sarbh, Shashank Arora, Kalki Koechlin, Shivani Raghuvanshi",Prime Video
3933,The Jengaburu Curse,Nila Madhab Panda,"2023, 7 Episodes",3.9,"Faria Abdullah, Nassar, Makrand Deshpande, Sudev Nair, Deepak Sampat, Hitesh Dave, Melanie Gray, Charlie Allen, Sabrina Nabi, Mark Adams",SonyLIV
3935,Zombieverse,No description available,"2023, 8 Episodes",0.8,"Lee Si-young, Ro Hong-chul, Park Na-rae, Dex, DinDin, Tsuki, Yoo Hee-kwan, Yiombi Jonathan, Yiombi Patricia, Kkwachu Hyung",Netflix
3939,Heartstopper Season 2,Euros Lyn,"2023, 8 Episodes",1.6,"Joe Locke, Kit Connor, Yasmin Finney, William Gao, Cormac Hyde-Corrin, Tobie Donovan, Rhea Norwood, Sebastian Croft, Olivia Colman",Netflix
3940,Physical Season 3,Stephanie Laing,"2023, 10 Episodes",3.5,"Rose Byrne, Zooey Deschanel, Rory Scovel, Paul Sparks, Della Saba, Lou Taylor Pucci, Dierdre Friel",Apple TV+
3943,A Perfect Story,Chloé Wallace,"2023, 5 Episodes",4.5,"Ingrid García Jonsson, Anna Castillo, Álvaro Mel, Ana Belén, Elena Irureta, Lourdes Hernández, Joseph Ewonde, Ane Gabarain, Sergio Pozo",Netflix
3944,Captain Fall,No description available,"2023, 10 Episodes",4.3,"Anthony Carrigan, Alejandro Edda, Trond Fausa, Lesley-Ann Brandt, André Eriksen, Jason Ritter, Christopher Meloni, Cedric Yarbrough",Netflix
3946,Good Omens Season 2,Douglas Mackinnon,"2023, 6 Episodes",4.3,"David Tennant, Michael Sheen, Paul Adeyefa, Michael McKean, Gloria Obianyo, Miranda Richardson, Maggie Service, Reece Shearsmith, Nina Sosanya, Abigail Lawrie",Prime Video
3948,The Tailor Season 2,Cem Karci,"2023, 8 Episodes",4.3,"Çağatay Ulusoy, Şifanur Gül, Salih Bademci, Olgun Şimşek",Netflix
3950,Kaalkoot,Sumit Saxena,"2023, 6 Episodes",3.8,"Vijay Varma, Shweta Tripathi, Yashpal Sharma, Gopal Datt, Seema Biswas",JioCinema
3951,Half CA,Pratish Mehta,"2023, 5 Episodes",3.7,"Ahsaas Channa, Gyanendra Tripathi, Anmol Kajani, Rohit Tiwari, Manu Bisht, Prit Kamani, Rohan Joshi",Amazon miniTV
3952,Jim Gaffigan: Dark Pale,Jim Gaffigan,2023,0.5,Jim Gaffigan,Prime Video
3953,Aashiqana Season 4,Gul Khan,2023,3.3,"Zayn Ibad Khan, Khushi Dubey",Disney+ Hotstar
3956,Do Gubbare,Varun Narvekar,"2023, 6 Episodes",4.2,"Mohan Agashe, Siddharth Shaw, Malhaar Rathod, Manasi Parekh, Hemangi Kavi",JioCinema
3960,Kohrra,Randeep Jha,"2023, 6 Episodes",3.8,"Suvinder Vicky, Barun Sobti, Varun Badola, Harleen Sethi, Rachel Shelly, Manish Chaudhary",Netflix
3961,C.H.U.E.C.O.,"Daniel Casablanca, Kida Kawer","2023, 13 Episodes",4.5,"Darío Barassi, Consuelo Duval, Agustín Aristarán, Santiago Torres, Maryel Abrego, Pato Alvarado Loza, Patricio Alvarado, Guido Massri, Macarena Giráldez, Marina Bellati, Verónica Langer, David Ostrosky",Disney+ Hotstar
3962,College Romance Season 4,"Ashutosh Chaturvedi, Pankaj Mavchi",2023,3.7,"Apoorva Arora, Gagan Arora, Keshav Sadhna, Shreya Mehta, Nupur Nagpal, Manjot Singh, Eklavey Kashyap, Jhanvi Rawat",SonyLIV
3963,Foundation Season 2,No description available,"2023, 10 Episodes",2.8,"Francis Terry, Holt McCallany, Rachel House, Mikael Persbrandt, Ben Daniels, Ella-Rae Smith, Nimrat Kaur, Isabella Laughland",Apple TV+
3964,LOL: Last One Laughing Naija,No description available,"2023, 6 Episodes",4.5,"Basketmouth, Bukunmi Adeaga-Ilori, Onyebuchi Ojieh, Oluwatoyin Albert Tomama, Bethel Njoku, Sabinus, Okey Bakasi, Igosave, Tony Ereku, Acapella, Maryam Apaokagi",Prime Video
3965,Maya Bazaar For Sale,Gautami Challagulla,"2023, 7 Episodes",3.3,"Navdeep, Eesha Rebba, Jhansi, Meiyang Chang, Hari Teja, Kota Srinivasa Rao, Ravi Varma, Raja Chembolu, Sunayana, Harika Koyilamma, Naresh Vijaya Krishna",Zee5
3966,The Summer I Turned Pretty Season 2,"Isabel Sandoval, Zoe Cassavetes","2023, 3 Episodes",2.8,"Lola Tung, Christopher Briney, Gavin Casalegno, Sean Kaufman, Rain Spencer, David Iacono, Elsie Fisher, Jackie Chung, Rachel Blanchard",Prime Video
3967,The Trial,Suparn Verma,"2023, 8 Episodes",3.6,"Kajol, Kubbra Sait, Sheeba Chaddha, Aamir Ali, Alyy Khan, Vijay Vikram Singh, Swayam Joshi, Haelyn Shastri, Sheena Chohan",Disney+ Hotstar
3968,Too Hot to Handle Season 5,No description available,"2023, 10 Episodes",2.5,"Elys Hutchinson, Shedre Dre Woodard, Alex Snell, Bryce Saltmarsh, Christine Obanor, Courtney Randolph, Hunter voetsek, Linzy Luu, Louis Russell, Megan Thomson, Trey Rodgers, Yazmin Marziali, Hannah Brooke, Isaac Francis",Netflix
3969,What We Do in the Shadows Season 5,"Yana Gorskaya, Kyle Newacheck","2023, 10 Episodes",4,"Gavin Fox, Emily Mitchell, Emma McCoslin, Alison Deon, Bree Ali, Teq Zwarych, Chris Hong, Moracco Aurelius Latimore, Eli Katz",Disney+ Hotstar
3970,Burn the House Down,Yûichirô Hirakawa,"2023, 8 Episodes",2.4,"Mei Nagano, Kyôka Suzuki, Yuri Tsunematsu, Taishi Nakagawa, Michiko Kichise, Kie Kitano, Mitsuhiro Oikawa, Asuka Kudô",Netflix
3971,Hostel Days,Aditya Mandala,"2023, 5 Episodes",3.8,"Darahas Maturu, Akshay Lagusani, Mouli Tanuj Prasanth, Anannyaa Akulaa, Aishwarya Holakaal, Jaiyetri Makana",Prime Video
3973,The Magic of Shiri,Birsa Dasgupta,2023,1.1,"Divyanka Tripathi, Namit Das, Jaaved Jaaferi, Neelu Kohli, Parmeet Sethi, Darshan Zareewala",JioCinema
3976,Adhura,"Gauravv Chawla, Ananya Banerjee","2023, 7 Episodes",3.8,"Ishwak Singh, Rasika Dugal, Shrenik Arora, Rahul Dev, Poojan Chhabra, Medha Agrawal, Zoa Morani, Priya Banerjee, K.C. Shankar, Mridul Ahluwalia, Samridhi Chandola, Preet Bharadia, Chinmay Chandraunshuh, Sahil Chhabra, Arjun Deswal",Prime Video
